chapter number,start segment,end segment,chapter title,summary
4.0,700,708,1.两次权力更迭,"耶罗恩以武力炫示，让猿群四处逃窜，空气中充满尖叫声和咆哮声，和平重返时，猿群向他表示恭敬，他与乔纳斯和乌特玩游戏，让黑猩猩护理毛皮，确认统治与被统治关系。耶罗恩以国王般的姿态接受群猿的敬意。

耶罗恩以武力炫示，猿群表示恭敬，他与猿群玩游戏，确"
4.1,709,710,2.形式上的统治与实际上的统治,1974-1976年间，耶罗恩的至高无上地位清晰可见，但实际上并非由最强者为王的法则支配。
4.1,711,712,2.形式上的统治与实际上的统治,耶罗恩的特征行为是黑猩猩雄1号的共同特征，用来欺骗他人，表现出自己的强大。
4.1,713,714,2.形式上的统治与实际上的统治,雄性的身躯大小与其社会地位有关，行为恭顺的问候是群落内部社会等级次序的表征。
4.1,715,717,2.形式上的统治与实际上的统治,猿类问候表达出他们对上级的尊敬，表现为鞠躬动作和携带礼物，以及吻脚、脖子或胸部。
4.1,718,720,2.形式上的统治与实际上的统治,"黑猩猩通过伸展身体和竖起毛发来回应""问候""，形成了一种鲜明的对比，进一步加强了强势猿与侏儒关系，以""跨身而过""的戏剧性动作表现出扬威显贵的意味。"
4.1,721,722,2.形式上的统治与实际上的统治,黑猩猩雌性特有的行为，如呈示生殖器被检查，在人类中引起强烈反应。
4.1,723,725,2.形式上的统治与实际上的统治,黑猩猩的呈示可能有安抚效果，但在受攻击时已经来不及，只能逃或战。为了避免攻击，低地位猿必须及时觉察高地位猿的攻击情绪。
4.1,726,728,2.形式上的统治与实际上的统治,"雌黑猩猩的攻击没有警告，而雄黑猩猩的攻击前会有一些预兆，弱势个体可以通过""问候""、毛皮护理或臀部呈示等手段来谋求和平。"
4.1,729,730,2.形式上的统治与实际上的统治,猿们在相遇时会表示顺服，这是弱势个体对强势群体的回应，也是统治与被统治关系的仪式化确认。有时候，强势的猿也会走背运。
4.1,731,733,2.形式上的统治与实际上的统治,黑猩猩经常联合起来抗议强势的猿，即使自信的耶罗恩也会害怕，从而破坏了他的领袖形象。
4.1,734,735,2.形式上的统治与实际上的统治,社会影响力决定了统治者和被统治者之间的关系，即使在冲突中也能保持和解。
4.1,736,738,2.形式上的统治与实际上的统治,黑猩猩社会等级次序具有可塑性，年幼黑猩猩也能在游戏性或严肃的冲突中施加压力。
4.1,739,740,2.形式上的统治与实际上的统治,"孩子们没有形式上的统治地位，但""问候""仪式反映了固定的统治与被统治关系，是非双向的社会行为的唯一普遍形式。"
4.1,741,742,2.形式上的统治与实际上的统治,"黑猩猩以多种方式互相问候，耶罗恩没有发出表示顺服的咕哝声，而是受到群体中每个个体的""问候""，等级地位与权力通常是交错重叠的。"
4.1,743,745,2.形式上的统治与实际上的统治,黑猩猩们通过冲突来认出等级地位变化，低地位者获胜或使高地位者表现出害怕与犹豫，从而认识到实际权力的变化。
4.1,746,748,2.形式上的统治与实际上的统治,鲁伊特挑战耶罗恩的行为导致了他们之间关系的倒转，最终导致了一场耗时一年的重组过程。
4.1,749,751,2.形式上的统治与实际上的统治,"耶罗恩曾经拥有众多的""问候""，鲁伊特却很少受到关注，因此鲁伊特发动的政变没有希望成功。"
4.1,709,717,2.形式上的统治与实际上的统治,1974-1976年间，耶罗恩的领导地位可见，但不是由最强者控制。行为特征表明其强大，雄性身躯大小与社会地位有关，问候表达尊敬，表现为鞠躬、携带礼物、吻脚等。
4.1,718,725,2.形式上的统治与实际上的统治,"黑猩猩通过伸展身体和竖起毛发来回应""问候""，表现出扬威显贵的意味，低地位猿必须觉察高地位猿的攻击情绪以避免攻击。"
4.1,726,735,2.形式上的统治与实际上的统治,黑猩猩的社会关系受到社会影响力的影响，强势个体和弱势个体之间可以通过仪式化的行为来确认关系，即使在冲突中也能保持和解。
4.1,736,745,2.形式上的统治与实际上的统治,"黑猩猩社会等级次序具有可塑性，""问候""仪式反映了固定的统治与被统治关系，冲突可以认出等级地位变化，从而认识到实际权力的变化。"
4.1,746,751,2.形式上的统治与实际上的统治,鲁伊特挑战耶罗恩的行为导致双方关系倒转，最终导致一场耗时一年的重组过程。
4.1,709,735,2.形式上的统治与实际上的统治,1974-1976年间，黑猩猩的社会关系受到社会影响力的影响，耶罗恩的领导地位可见，但不是由最强者控制，仪式化的行为可以确认关系，即使在冲突中也能保持和解。
4.1,736,751,2.形式上的统治与实际上的统治,黑猩猩社会等级次序具有可塑性，冲突可以暴露出权力变化，鲁伊特挑战耶罗恩导致双方关系倒转，引发一场耗时一年的重组过程。
4.1,709,751,2.形式上的统治与实际上的统治,1974-1976年间，黑猩猩社会关系受到社会影响力的影响，仪式化行为确认关系，社会等级次序具有可塑性，鲁伊特挑战耶罗恩导致双方关系倒转，引发一场耗时一年的重组过程。
4.2,752,754,3.最初的一击,1976年夏天，欧洲草地枯黄，阿纳姆森林被大火毁掉，耶罗恩首次露出牙齿，尖叫哀嚎，需要支持、安慰与鼓励，他与鲁伊特之间的体形大小差异消失。
4.2,755,757,3.最初的一击,耶罗恩麻木地躺在场地中间，退让以让鲁伊特与施嫔交配，表明他已经放弃了对施嫔的争夺。
4.2,758,759,3.最初的一击,耶罗恩与鲁伊特之间的第一次公开对抗，鲁伊特以威胁性武力炫示挑起了几次精彩的互动，耶罗恩的胃口完全正常。
4.2,760,761,3.最初的一击,鲁伊特在耶罗恩周围挑战，耶罗恩通过肩上的毛发偷偷观察，有时距离只有几米。
4.2,762,763,3.最初的一击,耶罗恩和鲁伊特进行了短暂的对抗，最终鲁伊特离开，耶罗恩回到原位，格律勒给了他一个吻。
4.2,764,765,3.最初的一击,尼基、丹迪和耶罗恩之间没有交流，鲁伊特和丰士玩耍，弗朗耶和大妈妈坐在鲁伊特身边，群体安静，直到耶罗恩站起身时，局面发生变化。
4.2,766,767,3.最初的一击,普伊斯特出现在施嫔身边，耶罗恩向他们表示问候，鲁伊特变得不安，开始收集树枝并吼叫。
4.2,768,769,3.最初的一击,耶罗恩带着威胁性武力炫示的姿势离开施嫔，为大妈妈护理毛皮，但鲁伊特最终拥抱弗朗耶并坐在他们正前方。
4.2,770,772,3.最初的一击,"鲁伊特发出""唬唬""声，朝大妈妈和耶罗恩冲过去，尼基利趁机与施嫔交欢，鲁伊特先对大妈妈发起攻击，然后又在耶罗恩面前坐下并吼叫着。"
4.2,773,774,3.最初的一击,耶罗恩被鲁伊特的武力炫示和威胁性行为威胁，最终鲁伊特从树上一跃而下，给耶罗恩一记响亮的掌击，然后跑开了。
4.2,775,776,3.最初的一击,耶罗恩发出尖叫，拥抱一群猿，在支持者的支持下向挑战者逼近，鲁伊特尖叫着逃跑。
4.2,777,778,3.最初的一击,战争的叫嚣四面八方响彻，鲁伊特遭到10只或更多猿群的攻击，但有一些成员拒绝参与，最终猿群停止追赶，只剩下鲁伊特的尖叫打破寂静。
4.2,779,781,3.最初的一击,* 鲁伊特被赶到圈养区远端，乌尔拥抱他，他发起脾气，像一只不能为所欲为的黑猩猩幼仔一样，翻滚、尖叫、拍打脑袋，似乎生病了似的。
4.2,782,783,3.最初的一击,鲁伊特在耶罗恩的跟随下发生了最多5分钟的攻击行为，随后又向普伊斯特发起攻击，最后邀请施嫔一起交欢。
4.2,784,786,3.最初的一击,"Can you explain the process of how to create a successful marketing campaign?

How can I create a successful marketing campaign?"
4.2,787,788,3.最初的一击,耶罗恩试图与大妈妈为伴，但遭到拒绝；另一只雌黑猩猩弗朗耶遭到鲁伊特的攻击，弗朗耶和儿子尖叫起来。
4.2,789,790,3.最初的一击,鲁伊特威胁性武力炫示，丰士被挤压，大妈妈努力摆脱耶罗恩，最终和平重新降临。
4.2,791,792,3.最初的一击,两只雄性猿类被孤立无援地回避对方的目光，最终由克娆姆引发的一系列事件结束。
4.2,793,794,3.最初的一击,克娆姆沉着冷静地护理鲁伊特，耶罗恩犹豫地靠近，最终他们拥抱，鲁伊特嗅了嗅地面坐下。
4.2,795,796,3.最初的一击,"克娆姆轮流给两只雄黑猩猩护理毛皮，鲁伊特则围着他们展示武力，最终以""合唱""的方式结束。"
4.2,797,798,3.最初的一击,耶罗恩和鲁伊特互相护理毛皮，最终发生了和解行为，耶罗恩拥抱了鲁伊特，鲁伊特则将自己的臀部呈示给耶罗恩，以此表示和解。
4.2,799,800,3.最初的一击,"2.紧张爆发状态的预防

克娆姆在下午3点30分观察到两只雄黑猩猩互相护理，随后撤退。"
4.2,801,802,3.最初的一击,本文探讨了黑猩猩的个性、大妈妈、耶罗恩与鲁伊特、普伊斯特等行为学与感知的相关内容，以及紧张爆发状态的预防、大逃亡、信息交流的信号与侧向行为、稳妥的解释和大胆的解释、理性的行为等。
4.2,803,804,3.最初的一击,第四部分涉及6.格律勒、7.尼基与丹迪、8.各雌性子群、1.两次权力更迭、2.形式上的统治与实际上的统治、3.最初的一击。
4.2,752,761,3.最初的一击,* 1976年夏天，耶罗恩与鲁伊特之间的第一次公开对抗，鲁伊特以威胁性武力炫示挑起了几次精彩的互动，耶罗恩通过肩上的毛发偷偷观察，最终放弃了对施嫔的争夺。
4.2,762,769,3.最初的一击,耶罗恩和鲁伊特之间发生了短暂的对抗，最终耶罗恩带着威胁性武力炫示的姿势离开，鲁伊特拥抱弗朗耶并坐在他们正前方。
4.2,770,776,3.最初的一击,"鲁伊特发出""唬唬""声，用武力炫示和威胁性行为威胁耶罗恩，最终拥抱猿群逃跑。"
4.2,777,786,3.最初的一击,鲁伊特遭到猿群攻击，但有成员拒绝参与，最终猿群停止追赶，鲁伊特发起攻击行为，最后邀请施嫔一起交欢。创建成功的营销活动需要策划、实施和评估三个步骤。
4.2,787,796,3.最初的一击,"耶罗恩和鲁伊特之间的冲突最终由克娆姆的护理和""合唱""结束，两只雄性猿类重新和平共处。"
4.2,797,802,3.最初的一击,两只黑猩猩通过护理、拥抱和呈示臀部实现了和解，为紧张爆发状态的预防提供了参考。
4.2,803,804,3.最初的一击,第四部分涵盖了6种不同的政治结构，涉及权力更迭、形式与实际统治、以及最初的一击。
4.2,752,776,3.最初的一击,* 1976年夏天，耶罗恩和鲁伊特之间发生了短暂的对抗，耶罗恩最终放弃了对施嫔的争夺，鲁伊特用武力炫示和威胁性行为威胁耶罗恩，最终拥抱猿群逃跑。
4.2,777,804,3.最初的一击,鲁伊特遭到猿群攻击，但有成员拒绝参与，最终和解，为紧张状态的预防提供参考，涵盖6种政治结构，涉及权力更迭、形式与实际统治。
4.2,752,804,3.最初的一击,1976年夏天，耶罗恩和鲁伊特之间发生短暂对抗，最终和解，涵盖6种政治结构，涉及权力更迭、形式与实际统治，为紧张状态的预防提供参考。
1,4,100,第一部分 序言,
1,101,172,第一部分 序言,《黑猩猩的政治》揭示了人类本性，指出人类地位可变，推动了人类对动物行为的认识，为探索人类与动物关系提供机会。
1,4,172,第一部分 序言,本书揭示了人类本性，指出人类地位可变，为探索人类与动物关系提供机会，推动了人类对动物行为的认识。
1,4,172,第一部分 序言,本书揭示了人类本性，指出人类地位可变，为探索人类与动物关系提供机会，推动了人类对动物行为的认识。
2,173,231,第二部分,
2,232,253,第二部分,"境。
安东和简·范·霍夫兄弟试图在阿纳姆动物园建立猴类群落，但未能成功。阿纳姆动物园通过距离解决食物争夺问题，为黑猩猩提供安全的环境，使其表现出喜悦，毛发变厚密闪亮。"
2,254,307,第二部分,安东·范·霍夫的少而精理念使得灵长类动物展示中心在1971年8月正式开放，黑猩猩的行为令人惊叹，可以提升动物行为学和感知能力的教育价值，但态度和学习感知能力的差异会影响研究结果。
2,308,442,第二部分,西田利贞发现，黑猩猩在荒野和阿纳姆动物园有相似行为，但雌黑猩猩在不同群落存在显著差异。霍夫提出行为系统概念，强调有意识和本能的行为差异，研究表明动物行为可以抑制、隐藏、激情和掩饰。
2,443,472,第二部分,黑猩猩具有高智商，灵长类动物智能的进化是由于社会环境压力和智慧需要而发生的，但不能单方面强调一方的智慧高于另一方，社会认知涵盖的内容更多。
2,173,307,第二部分,安东·范·霍夫兄弟试图在阿纳姆动物园建立猴类群落，但未能成功，但他们的少而精理念使得灵长类动物展示中心在1971年8月正式开放，可以提升动物行为学和感知能力的教育价值。安东·范·霍夫兄弟试图在阿纳姆动物园建立猴类群落，但未能成功，但他们的少而精理念使得灵长类动物展示中心在1971年8月
2,308,472,第二部分,"西田利贞发现黑猩猩在不同环境有不同行为，霍夫提出行为系统概念，研究表明动物行为可以抑制、隐藏、激情和掩饰。灵长类动物智慧的进化是由于社会环境压力和智慧需要，但不能单方面强调一方的智慧高于另一方。

黑猩猩具有高智商，研究表明社会认知涵盖的内容更多。"
2,173,307,第二部分,"正式开放，为动物行为学和感知能力的教育提供了价值。

安东·范·霍夫兄弟未能在阿纳姆动物园建立猴类群落，但他们的理念使得灵长类动物展示中心开放，为动物行为学和感知能力的教育提供了价值。"
2,308,472,第二部分,霍夫提出行为系统概念，灵长类动物智慧的进化是由于社会环境压力和智慧需要，但不能偏向一方。
2,173,472,第二部分,安东·范·霍夫兄弟的理念使得灵长类动物展示中心开放，为动物行为学和感知能力的教育提供了价值。
2,173,472,第二部分,安东·范·霍夫兄弟的理念使得灵长类动物展示中心开放，为动物行为学和感知能力的教育提供了价值。
3,473,552,第三部分,研究发现黑猩猩行为特征受基因、生活史及社会背景等因素影响，耶罗恩和鲁伊特性格迥异，互相竞争又互相友善。
3,553,625,第三部分,普伊斯特和格律勒是两只反常的雌黑猩猩，尼基和丹迪的行为改变了群体结构，普伊斯特可能成为重新联结雌黑猩猩群体的重要中介因素，格律勒成为了青年英雄。
3,626,698,第三部分,施嫔成功收养乌特，开启了养母先驱，杉山幸丸观察到21只野生黑猩猩群落，乌特勇敢独立，猿类有独特的个性和外貌，通过视觉通讯和声音表达来保护群落安全。
3,473,698,第三部分,研究发现黑猩猩行为特征受多种因素影响，普伊斯特和格律勒是反常的雌黑猩猩，施嫔收养乌特开启养母先驱，杉山幸丸观察到21只野生黑猩猩群落，猿类有独特的个性和外貌，通过视觉通讯和声音表达来保护群落安全。
3,473,698,第三部分,研究发现黑猩猩行为特征受多种因素影响，普伊斯特和格律勒是反常的雌黑猩猩，施嫔收养乌特开启养母先驱，杉山幸丸观察到21只野生黑猩猩群落，猿类有独特的个性和外貌，通过视觉通讯和声音表达来保护群落安全。
4,699,708,第四部分,认统治关系，提出新的解决方案，改善效率。
4,709,804,第四部分,1974-1976年间，黑猩猩社会关系受到影响，仪式化行为确认关系，社会等级可塑性，最终和解，涵盖6种政治结构，涉及权力更迭、形式与实际统治，为紧张状态的预防提供参考。
4,699,804,第四部分,1974-1976年间，黑猩猩社会关系受到影响，仪式化行为确认关系，最终和解，提出新的解决方案，改善效率，涉及权力更迭、形式与实际统治，为紧张状态的预防提供参考。
4,699,804,第四部分,1974-1976年间，黑猩猩社会关系受到影响，仪式化行为确认关系，最终和解，提出新的解决方案，改善效率，涉及权力更迭、形式与实际统治，为紧张状态的预防提供参考。
0,0,472,封面,《黑猩猩的政治弗朗斯·德瓦尔》揭示了人类本性，洞悉人类最基本需求和行为，推动了人类对动物行为的认识，为动物行为学和感知能力的教育提供了价值。
0,473,804,封面,黑猩猩的行为特征受多种因素影响，研究发现它们有独特的个性和外貌，通过视觉通讯和声音表达来保护群落安全，1974-1976年间，社会关系受到影响，仪式化行为确认关系，最终和解，提出新的解决方案，改善效率，涉及权力更迭、形式与实际统治，为紧张状态的预防提供参考。
0,0,804,封面,"《黑猩猩的政治弗朗斯·德瓦尔》揭示了人类本性，洞悉人类最基本需求和行为，为动物行为学和感知能力的教育提供了价值，研究发现黑猩猩有独特的个性和外貌，通过视觉通讯和声音表达来保护群落安全，涉及权力更迭、形式与实际统治，为紧张状态的预防提供参考。

《黑猩"
0,0,804,封面,"《黑猩猩的政治弗朗斯·德瓦尔》揭示了人类本性，洞悉人类最基本需求和行为，为动物行为学和感知能力的教育提供了价值，研究发现黑猩猩有独特的个性和外貌，通过视觉通讯和声音表达来保护群落安全，涉及权力更迭、形式与实际统治，为紧张状态的预防提供参考。

《黑猩"
0,0,804,封面,"《黑猩猩的政治弗朗斯·德瓦尔》揭示了人类本性，洞悉人类最基本需求和行为，为动物行为学和感知能力的教育提供了价值，研究发现黑猩猩有独特的个性和外貌，通过视觉通讯和声音表达来保护群落安全，涉及权力更迭、形式与实际统治，为紧张状态的预防提供参考。

《黑猩"
